step,timestamp,target[0],actual[0],error[0],P[0],I[0],D[0],integral[0],output[0],target[1],actual[1],error[1],P[1],I[1],D[1],integral[1],output[1]
1647,3.296,-0,-0.00117755,0.00117755,0.0117755,0,0.000155597,0.584345,0.011931,0,-3.14072,3.14072,31.4072,-0,-0.00192075,-0.245801,31.4053
1648,3.298,-0,-0.00120938,0.00120938,0.0120938,0,0.000159196,0.584348,0.012253,0,-3.14051,3.14051,31.4051,-0,-0.00107273,-0.23952,31.404
1649,3.3,-0,-0.00122913,0.00122913,0.0122913,0,9.8736e-05,0.58435,0.01239,0,-3.14046,3.14046,31.4046,-0,-0.000239999,-0.233239,31.4044
1650,3.302,-0,-0.00123206,0.00123206,0.0123206,0,1.4666e-05,0.584353,0.0123353,0,-3.14057,3.14057,31.4057,-0,0.000571532,-0.226958,31.4063
1651,3.304,-0,-0.00122834,0.00122834,0.0122834,0,-1.86119e-05,0.584355,0.0122648,0,-3.14084,3.14084,31.4084,-0,0.00133596,-0.220677,31.4098
1652,3.306,-0,-0.00122472,0.00122472,0.0122472,0,-1.81274e-05,0.584358,0.012229,0,-3.14125,3.14125,31.4125,-0,0.00206117,-0.214395,31.4146
1653,3.308,-0,-0.00126103,0.00126103,0.0126103,0,0.000181571,0.58436,0.0127919,0,3.1414,-3.1414,-31.414,-0,-31.4133,-0.214395,-62.8273
1654,3.31,-0,-0.00117798,0.00117798,0.0117798,0,-0.000415261,0.584363,0.0113645,0,3.14051,-3.14051,-31.4051,-0,0.00446846,-0.220677,-31.4006
1655,3.312,-0,-0.00103353,0.00103353,0.0103353,0,-0.000722255,0.584365,0.00961302,0,3.14008,-3.14008,-31.4008,-0,0.00212679,-0.226957,-31.3987
1656,3.314,-0,-0.000756274,0.000756274,0.00756274,0,-0.00138627,0.584367,0.00617647,0,3.13948,-3.13948,-31.3948,-0,0.00302087,-0.233237,-31.3918
1657,3.316,-0,-0.000446711,0.000446711,0.00446711,0,-0.00154781,0.584368,0.00291929,0,3.13936,-3.13936,-31.3936,-0,0.000590396,-0.239516,-31.393
1658,3.318,-0,-0.000113973,0.000113973,0.00113973,0,-0.00166369,0.584368,-0.000523961,0,3.13973,-3.13973,-31.3973,-0,-0.00184849,-0.245795,-31.3992
1659,3.32,-0,0.000233963,-0.000233963,-0.00233963,0,-0.00173968,0.584368,-0.00407931,0,3.14059,-3.14059,-31.4059,-0,-0.00428827,-0.252075,-31.4102
1660,3.322,-0,0.00058338,-0.00058338,-0.0058338,0,-0.00174709,0.584367,-0.00758089,0,-3.14125,3.14125,31.4125,-0,31.4092,-0.252074,62.8217
1661,3.324,-0,0.00065634,-0.00065634,-0.0065634,0,-0.0003648,0.584366,-0.0069282,0,-3.13964,3.13964,31.3964,-0,-0.00808132,-0.245794,31.3883
1662,3.326,-0,0.000728767,-0.000728767,-0.00728767,0,-0.000362136,0.584365,-0.00764981,0,-3.13853,3.13853,31.3853,-0,-0.00552258,-0.239515,31.3798
1663,3.328,-0,0.000674819,-0.000674819,-0.00674819,0,0.000269743,0.584363,-0.00647845,0,-3.13742,3.13742,31.3742,-0,-0.00553389,-0.233239,31.3687
1664,3.33,-0,0.000631906,-0.000631906,-0.00631906,0,0.000214563,0.584362,-0.0061045,0,-3.13682,3.13682,31.3682,-0,-0.003037,-0.226965,31.3651
1665,3.332,-0,0.00060124,-0.00060124,-0.0060124,0,0.000153329,0.584361,-0.00585907,0,-3.13671,3.13671,31.3671,-0,-0.000547678,-0.220692,31.3665
1666,3.334,-0,0.000554828,-0.000554828,-0.00554828,0,0.000232062,0.58436,-0.00531622,0,-3.13681,3.13681,31.3681,-0,0.000516765,-0.214418,31.3686
1667,3.336,-0,0.000493134,-0.000493134,-0.00493134,0,0.000308467,0.584359,-0.00462288,0,-3.13712,3.13712,31.3712,-0,0.00156407,-0.208144,31.3728
1668,3.338,-0,0.000427276,-0.000427276,-0.00427276,0,0.000329293,0.584358,-0.00394347,0,-3.13752,3.13752,31.3752,-0,0.00197754,-0.20187,31.3772
1669,3.34,-0,0.000345444,-0.000345444,-0.00345444,0,0.000409157,0.584357,-0.00304529,0,-3.13813,3.13813,31.3813,-0,0.00306083,-0.195594,31.3844
1670,3.342,-0,0.00028163,-0.00028163,-0.0028163,0,0.00031907,0.584356,-0.00249723,0,-3.1387,3.1387,31.387,-0,0.00282619,-0.189317,31.3898
1671,3.344,-0,0.000200347,-0.000200347,-0.00200347,0,0.000406417,0.584356,-0.00159705,0,-3.13948,3.13948,31.3948,-0,0.00393282,-0.183039,31.3988
1672,3.346,-0,0.000142655,-0.000142655,-0.00142655,0,0.000288459,0.584355,-0.00113809,0,-3.1402,3.1402,31.402,-0,0.00359237,-0.176759,31.4056
1673,3.348,-0,6.23845e-05,-6.23845e-05,-0.000623845,0,0.000401354,0.584355,-0.000222491,0,-3.14115,3.14115,31.4115,-0,0.00472154,-0.170478,31.4162
1674,3.35,-0,1.32905e-05,-1.32905e-05,-0.000132905,0,0.00024547,0.584355,0.000112565,0,3.14118,-3.14118,-31.4118,-0,-31.4116,-0.170478,-62.8234
1675,3.352,-0,-6.99605e-05,6.99605e-05,0.000699605,0,0.000416255,0.584355,0.00111586,0,3.14025,-3.14025,-31.4025,-0,0.00463989,-0.176759,-31.3979
1676,3.354,-0,-0.000135876,0.000135876,0.00135876,0,0.000329576,0.584355,0.00168833,0,3.1396,-3.1396,-31.396,-0,0.00326927,-0.183039,-31.3927
1677,3.356,-0,-0.00020248,0.00020248,0.0020248,0,0.000333023,0.584356,0.00235783,0,3.13886,-3.13886,-31.3886,-0,0.00369149,-0.189318,-31.3849
1678,3.358,-0,-0.000249176,0.000249176,0.00249176,0,0.000233476,0.584356,0.00272523,0,3.1384,-3.1384,-31.384,-0,0.00230091,-0.195595,-31.3817
1679,3.36,-0,-0.0002757,0.0002757,0.002757,0,0.000132625,0.584357,0.00288963,0,3.13821,-3.13821,-31.3821,-0,0.00093524,-0.201872,-31.3812
1680,3.362,-0,-0.000287573,0.000287573,0.00287573,0,5.93645e-05,0.584357,0.0029351,0,3.13851,-3.13851,-31.3851,-0,-0.00148204,-0.208148,-31.3866
1681,3.364,-0,-0.000284271,0.000284271,0.00284271,0,-1.65123e-05,0.584358,0.0028262,0,3.13929,-3.13929,-31.3929,-0,-0.00389945,-0.214426,-31.3968
1682,3.366,-0,-0.000264288,0.000264288,0.00264288,0,-9.99159e-05,0.584358,0.00254296,0,3.14055,-3.14055,-31.4055,-0,-0.00631709,-0.220706,-31.4119
1683,3.368,-0,-0.000183436,0.000183436,0.00183436,0,-0.000404261,0.584359,0.00143009,0,-3.14126,3.14126,31.4126,-0,31.409,-0.220705,62.8216
1684,3.37,-0,5.19976e-06,-5.19976e-06,-5.19976e-05,0,-0.000943176,0.584359,-0.000995174,0,-3.13979,3.13979,31.3979,-0,-0.00735432,-0.214424,31.3905
1685,3.372,-0,0.000169853,-0.000169853,-0.00169853,0,-0.000823265,0.584359,-0.00252179,0,-3.13861,3.13861,31.3861,-0,-0.00588284,-0.208146,31.3802
1686,3.374,-0,0.000280247,-0.000280247,-0.00280247,0,-0.000551972,0.584358,-0.00335444,0,-3.1374,3.1374,31.374,-0,-0.00604272,-0.20187,31.368
1687,3.376,-0,0.000402396,-0.000402396,-0.00402396,0,-0.000610746,0.584358,-0.00463471,0,-3.13668,3.13668,31.3668,-0,-0.00358218,-0.195596,31.3633
1688,3.378,-0,0.000535189,-0.000535189,-0.00535189,0,-0.000663964,0.584357,-0.00601586,0,-3.13646,3.13646,31.3646,-0,-0.00112516,-0.189323,31.3635
1689,3.38,-0,0.000677309,-0.000677309,-0.00677309,0,-0.0007106,0.584356,-0.00748369,0,-3.13672,3.13672,31.3672,-0,0.00132774,-0.183049,31.3686
1690,3.382,-0,0.000827045,-0.000827045,-0.00827045,0,-0.000748679,0.584354,-0.00901913,0,-3.13748,3.13748,31.3748,-0,0.00377572,-0.176775,31.3786
1691,3.384,-0,0.000981789,-0.000981789,-0.00981789,0,-0.00077372,0.584352,-0.0105916,0,-3.13872,3.13872,31.3872,-0,0.00621734,-0.170499,31.3934
1692,3.386,-0,0.00105719,-0.00105719,-0.0105719,0,-0.000377019,0.58435,-0.0109489,0,-3.14001,3.14001,31.4001,-0,0.00642051,-0.16422,31.4065
1693,3.388,-0,0.00103279,-0.00103279,-0.0103279,0,0.000121991,0.584348,-0.010206,0,-3.14137,3.14137,31.4137,-0,0.00679961,-0.157939,31.4205
1694,3.39,-0,0.000992518,-0.000992518,-0.00992518,0,0.000201382,0.584346,-0.0097238,0,3.14058,-3.14058,-31.4058,-0,-31.4098,-0.157938,-62.8156
1695,3.392,-0,0.000866461,-0.000866461,-0.00866461,0,0.000630286,0.584344,-0.00803433,0,3.13919,-3.13919,-31.3919,-0,0.00695435,-0.164218,-31.385
1696,3.394,-0,0.000737533,-0.000737533,-0.00737533,0,0.000644643,0.584343,-0.00673068,0,3.13807,-3.13807,-31.3807,-0,0.00563127,-0.170495,-31.375
1697,3.396,-0,0.000536907,-0.000536907,-0.00536907,0,0.00100313,0.584341,-0.00436594,0,3.13689,-3.13689,-31.3689,-0,0.00587532,-0.17677,-31.363
1698,3.398,-0,0.000351412,-0.000351412,-0.00351412,0,0.000927477,0.584341,-0.00258664,0,3.136,-3.136,-31.36,-0,0.00447947,-0.183043,-31.3555
1699,3.4,-0,0.000181857,-0.000181857,-0.00181857,0,0.000847771,0.58434,-0.000970803,0,3.13537,-3.13537,-31.3537,-0,0.00310881,-0.189314,-31.3506
1700,3.402,-0,2.9374e-05,-2.9374e-05,-0.00029374,0,0.000762417,0.58434,0.000468677,0,3.13502,-3.13502,-31.3502,-0,0.00176195,-0.195585,-31.3485
1701,3.404,-0,-0.000104605,0.000104605,0.00104605,0,0.000669894,0.58434,0.00171594,0,3.13493,-3.13493,-31.3493,-0,0.000437075,-0.201855,-31.3489
1702,3.406,-0,-0.00022728,0.00022728,0.0022728,0,0.000613373,0.58434,0.00288617,0,3.13533,-3.13533,-31.3533,-0,-0.00198262,-0.208125,-31.3553
1703,3.408,-0,-0.000350979,0.000350979,0.00350979,0,0.000618496,0.584341,0.00412828,0,3.13612,-3.13612,-31.3612,-0,-0.00393503,-0.214396,-31.3651
1704,3.41,-0,-0.00044171,0.00044171,0.0044171,0,0.000453654,0.584342,0.00487075,0,3.13711,-3.13711,-31.3711,-0,-0.00497268,-0.22067,-31.3761
1705,3.412,-0,-0.000525018,0.000525018,0.00525018,0,0.000416543,0.584343,0.00566673,0,3.13802,-3.13802,-31.3802,-0,-0.00456086,-0.226945,-31.3848
1706,3.414,-0,-0.000555332,0.000555332,0.00555332,0,0.000151569,0.584344,0.00570489,0,3.13915,-3.13915,-31.3915,-0,-0.00560124,-0.233222,-31.3971
1707,3.416,-0,-0.000581983,0.000581983,0.00581983,0,0.000133253,0.584345,0.00595308,0,3.14017,-3.14017,-31.4017,-0,-0.00510412,-0.239501,-31.4068
1708,3.418,-0,-0.000496336,0.000496336,0.00496336,0,-0.000428234,0.584346,0.00453512,0,3.14136,-3.14136,-31.4136,-0,-0.00595832,-0.245783,-31.4195
1709,3.42,-0,-0.000409554,0.000409554,0.00409554,0,-0.000433911,0.584347,0.00366162,0,-3.14071,3.14071,31.4071,-0,31.4103,-0.245783,62.8174
1710,3.422,-0,-0.000214854,0.000214854,0.00214854,0,-0.0009735,0.584347,0.00117504,0,-3.13948,3.13948,31.3948,-0,-0.00616187,-0.239503,31.3886
1711,3.424,-0,-3.51406e-05,3.51406e-05,0.000351406,0,-0.000898566,0.584348,-0.00054716,0,-3.13854,3.13854,31.3854,-0,-0.00469051,-0.233225,31.3807
1712,3.426,-0,0.000122347,-0.000122347,-0.00122347,0,-0.000787437,0.584348,-0.00201091,0,-3.13753,3.13753,31.3753,-0,-0.0050507,-0.226949,31.3702
1713,3.428,-0,0.00029394,-0.00029394,-0.0029394,0,-0.000857965,0.584347,-0.00379736,0,-3.13701,3.13701,31.3701,-0,-0.00259573,-0.220675,31.3675
1714,3.43,-0,0.000477673,-0.000477673,-0.00477673,0,-0.000918663,0.584346,-0.00569539,0,-3.13698,3.13698,31.3698,-0,-0.000145499,-0.214401,31.3696
1715,3.432,-0,0.000671607,-0.000671607,-0.00671607,0,-0.000969672,0.584345,-0.00768574,0,-3.13744,3.13744,31.3744,-0,0.00229916,-0.208126,31.3767
1716,3.434,-0,0.000873333,-0.000873333,-0.00873333,0,-0.00100863,0.584344,-0.00974196,0,-3.13839,3.13839,31.3839,-0,0.00473684,-0.20185,31.3886
1717,3.436,-0,0.00107896,-0.00107896,-0.0107896,0,-0.00102813,0.584342,-0.0118177,0,-3.13982,3.13982,31.3982,-0,0.00716445,-0.195572,31.4054
1718,3.438,-0,0.00127528,-0.00127528,-0.0127528,0,-0.000981615,0.584339,-0.0137344,0,3.14154,-3.14154,-31.4154,-0,-31.4068,-0.195574,-62.8222
1719,3.44,-0,0.00157624,-0.00157624,-0.0157624,0,-0.0015048,0.584336,-0.0172672,0,3.13966,-3.13966,-31.3966,-0,0.00941125,-0.201855,-31.3872
1720,3.442,-0,0.0018313,-0.0018313,-0.018313,0,-0.00127528,0.584333,-0.0195883,0,3.13807,-3.13807,-31.3807,-0,0.00796935,-0.208133,-31.3727
1721,3.444,-0,0.00196242,-0.00196242,-0.0196242,0,-0.000655578,0.584329,-0.0202797,0,3.13642,-3.13642,-31.3642,-0,0.00822812,-0.214407,-31.356
1722,3.446,-0,0.00206781,-0.00206781,-0.0206781,0,-0.000526966,0.584325,-0.0212051,0,3.13505,-3.13505,-31.3505,-0,0.00686408,-0.220679,-31.3436
1723,3.448,-0,0.00216841,-0.00216841,-0.0216841,0,-0.000502991,0.584321,-0.0221871,0,3.13417,-3.13417,-31.3417,-0,0.00438832,-0.226948,-31.3373
1724,3.45,-0,0.00226609,-0.00226609,-0.0226609,0,-0.000488423,0.584317,-0.0231493,0,3.13379,-3.13379,-31.3379,-0,0.0019166,-0.233216,-31.336
1725,3.452,-0,0.00236146,-0.00236146,-0.0236146,0,-0.000476865,0.584312,-0.0240915,0,3.1339,-3.1339,-31.339,-0,-0.000549796,-0.239484,-31.3395
1726,3.454,-0,0.00239363,-0.00239363,-0.0239363,0,-0.000160831,0.584307,-0.0240971,0,3.13419,-3.13419,-31.3419,-0,-0.00147926,-0.245752,-31.3434
1727,3.456,-0,0.00238349,-0.00238349,-0.0238349,0,5.07192e-05,0.584302,-0.0237841,0,3.1346,-3.1346,-31.346,-0,-0.00200869,-0.252021,-31.348
1728,3.458,-0,0.00230508,-0.00230508,-0.0230508,0,0.000392026,0.584298,-0.0226588,0,3.13518,-3.13518,-31.3518,-0,-0.00293148,-0.25829,-31.3547
1729,3.46,-0,0.00223369,-0.00223369,-0.0223369,0,0.000356948,0.584293,-0.02198,0,3.13574,-3.13574,-31.3574,-0,-0.0027826,-0.264561,-31.3602
1730,3.462,-0,0.00208561,-0.00208561,-0.0208561,0,0.000740409,0.584289,-0.0201157,0,3.13648,-3.13648,-31.3648,-0,-0.00369212,-0.270833,-31.3685
1731,3.464,-0,0.00194784,-0.00194784,-0.0194784,0,0.000688854,0.584285,-0.0187895,0,3.13713,-3.13713,-31.3713,-0,-0.00325607,-0.277107,-31.3745
1732,3.466,-0,0.00172558,-0.00172558,-0.0172558,0,0.00111128,0.584281,-0.0161445,0,3.13795,-3.13795,-31.3795,-0,-0.00413402,-0.283382,-31.3837
1733,3.468,-0,0.0014814,-0.0014814,-0.014814,0,0.0012209,0.584278,-0.0135931,0,3.13859,-3.13859,-31.3859,-0,-0.00315906,-0.289659,-31.389
1734,3.47,-0,0.00116155,-0.00116155,-0.0116155,0,0.00159929,0.584275,-0.0100162,0,3.1394,-3.1394,-31.394,-0,-0.00405448,-0.295937,-31.398
1735,3.472,-0,0.000820484,-0.000820484,-0.00820484,0,0.00170531,0.584273,-0.00649953,0,3.13998,-3.13998,-31.3998,-0,-0.00292979,-0.302216,-31.4028
1736,3.474,-0,0.000413805,-0.000413805,-0.00413805,0,0.00203339,0.584272,-0.00210466,0,3.14076,-3.14076,-31.4076,-0,-0.00387631,-0.308497,-31.4115
1737,3.476,-0,-6.39947e-06,6.39947e-06,6.39947e-05,0,0.00210102,0.584272,0.00216502,0,3.1413,-3.1413,-31.413,-0,-0.00269251,-0.314779,-31.4157
1738,3.478,-0,-0.00036521,0.00036521,0.0036521,0,0.00179405,0.584272,0.00544616,0,-3.14111,3.14111,31.4111,-0,31.412,-0.314779,62.8231
1739,3.48,-0,-0.000676977,0.000676977,0.00676977,0,0.00155883,0.584273,0.0083286,0,-3.14053,3.14053,31.4053,-0,-0.00289983,-0.308497,31.4024
1740,3.482,-0,-0.00092503,0.00092503,0.0092503,0,0.00124027,0.584275,0.0104906,0,-3.14015,3.14015,31.4015,-0,-0.00185698,-0.302217,31.3997
1741,3.484,-0,-0.00105694,0.00105694,0.0105694,0,0.000659551,0.584277,0.011229,0,-3.13961,3.13961,31.3961,-0,-0.0027362,-0.295937,31.3933
1742,3.486,-0,-0.00112369,0.00112369,0.0112369,0,0.000333751,0.584279,0.0115707,0,-3.13929,3.13929,31.3929,-0,-0.00157757,-0.289658,31.3913
1743,3.488,-0,-0.00111841,0.00111841,0.0111841,0,-2.64139e-05,0.584281,0.0111577,0,-3.13921,3.13921,31.3921,-0,-0.000422966,-0.28338,31.3916
1744,3.49,-0,-0.00108275,0.00108275,0.0108275,0,-0.000178265,0.584283,0.0106493,0,-3.1396,3.1396,31.396,-0,0.00197801,-0.277101,31.398
1745,3.492,-0,-0.00101136,0.00101136,0.0101136,0,-0.000356965,0.584285,0.00975665,0,-3.14048,3.14048,31.4048,-0,0.00437586,-0.270821,31.4092
1746,3.494,-0,-0.000903479,0.000903479,0.00903479,0,-0.000539411,0.584287,0.00849538,0,3.14145,-3.14145,-31.4145,-0,-31.4096,-0.270822,-62.8241
1747,3.496,-0,-0.000637612,0.000637612,0.00637612,0,-0.00132933,0.584289,0.00504679,0,3.13984,-3.13984,-31.3984,-0,0.00804664,-0.277103,-31.3903
1748,3.498,-0,-0.000328719,0.000328719,0.00328719,0,-0.00154447,0.58429,0.00174273,0,3.13872,-3.13872,-31.3872,-0,0.00557497,-0.283381,-31.3817
1749,3.5,-0,-5.04001e-06,5.04001e-06,5.04001e-05,0,-0.0016184,0.58429,-0.001568,0,3.1376,-3.1376,-31.376,-0,0.00562453,-0.289658,-31.3704
1750,3.502,-0,0.000337692,-0.000337692,-0.00337692,0,-0.00171366,0.58429,-0.00509058,0,3.13697,-3.13697,-31.3697,-0,0.00312837,-0.295932,-31.3666
1751,3.504,-0,0.000693684,-0.000693684,-0.00693684,0,-0.00177996,0.584289,-0.00871679,0,3.13684,-3.13684,-31.3684,-0,0.000637674,-0.302206,-31.3678
1752,3.506,-0,0.00105771,-0.00105771,-0.0105771,0,-0.00182012,0.584287,-0.0123972,0,3.13721,-3.13721,-31.3721,-0,-0.00184535,-0.30848,-31.374
1753,3.508,-0,0.00133075,-0.00133075,-0.0133075,0,-0.00136522,0.584285,-0.0146727,0,3.13775,-3.13775,-31.3775,-0,-0.00270136,-0.314755,-31.3802
1754,3.51,-0,0.00150155,-0.00150155,-0.0150155,0,-0.00085397,0.584282,-0.0158694,0,3.13845,-3.13845,-31.3845,-0,-0.00349616,-0.321031,-31.388
1755,3.512,-0,0.00159659,-0.00159659,-0.0159659,0,-0.000475217,0.584279,-0.0164411,0,3.1392,-3.1392,-31.392,-0,-0.00372686,-0.327309,-31.3957
1756,3.514,-0,0.00162031,-0.00162031,-0.0162031,0,-0.000118579,0.584275,-0.0163216,0,3.14003,-3.14003,-31.4003,-0,-0.00418155,-0.333588,-31.4045
1757,3.516,-0,0.00163236,-0.00163236,-0.0163236,0,-6.02805e-05,0.584272,-0.0163839,0,3.14077,-3.14077,-31.4077,-0,-0.00366535,-0.339869,-31.4113
1758,3.518,-0,0.00162737,-0.00162737,-0.0162737,0,2.49437e-05,0.584269,-0.0162488,0,3.14155,-3.14155,-31.4155,-0,-0.00393143,-0.346151,-31.4195
1759,3.52,-0,0.0016614,-0.0016614,-0.016614,0,-0.000170114,0.584266,-0.0167841,0,-3.14106,3.14106,31.4106,-0,31.4131,-0.346152,62.8237
1760,3.522,-0,0.00173741,-0.00173741,-0.0173741,0,-0.000380078,0.584262,-0.0177542,0,-3.14028,3.14028,31.4028,-0,-0.00390528,-0.339871,31.3989
1761,3.524,-0,0.0018015,-0.0018015,-0.018015,0,-0.000320443,0.584259,-0.0183354,0,-3.13969,3.13969,31.3969,-0,-0.0029514,-0.333591,31.394
1762,3.526,-0,0.0017813,-0.0017813,-0.017813,0,0.00010098,0.584255,-0.0177121,0,-3.1389,3.1389,31.389,-0,-0.00395273,-0.327312,31.385
1763,3.528,-0,0.00173197,-0.00173197,-0.0173197,0,0.000246687,0.584252,-0.017073,0,-3.13834,3.13834,31.3834,-0,-0.00277849,-0.321035,31.3807
1764,3.53,-0,0.00164739,-0.00164739,-0.0164739,0,0.000422896,0.584248,-0.016051,0,-3.13803,3.13803,31.3803,-0,-0.00159145,-0.314758,31.3787
1765,3.532,-0,0.0015241,-0.0015241,-0.015241,0,0.000616458,0.584245,-0.0146245,0,-3.13795,3.13795,31.3795,-0,-0.000403192,-0.308482,31.3791
1766,3.534,-0,0.00135964,-0.00135964,-0.0135964,0,0.000822279,0.584242,-0.0127741,0,-3.1381,3.1381,31.381,-0,0.000780188,-0.302206,31.3818
1767,3.536,-0,0.0011956,-0.0011956,-0.011956,0,0.000820222,0.58424,-0.0111357,0,-3.13873,3.13873,31.3873,-0,0.00316147,-0.29593,31.3905
1768,3.538,-0,0.00102556,-0.00102556,-0.0102556,0,0.000850183,0.584237,-0.0094054,0,-3.13975,3.13975,31.3975,-0,0.00509702,-0.289651,31.4026
1769,3.54,-0,0.000786496,-0.000786496,-0.00786496,0,0.00119531,0.584236,-0.00666964,0,-3.14092,3.14092,31.4092,-0,0.0058287,-0.28337,31.415
1770,3.542,-0,0.000588154,-0.000588154,-0.00588154,0,0.000991708,0.584234,-0.00488983,0,3.14118,-3.14118,-31.4118,-0,-31.4105,-0.283371,-62.8222
1771,3.544,-0,0.000382509,-0.000382509,-0.00382509,0,0.00102823,0.584233,-0.00279686,0,3.13987,-3.13987,-31.3987,-0,0.00652668,-0.289652,-31.3922
1772,3.546,-0,0.000184488,-0.000184488,-0.00184488,0,0.000990105,0.584233,-0.000854771,0,3.13906,-3.13906,-31.3906,-0,0.00406968,-0.295931,-31.3865
1773,3.548,-0,-6.59324e-05,6.59324e-05,0.000659324,0,0.0012521,0.584233,0.00191142,0,3.13818,-3.13818,-31.3818,-0,0.0043873,-0.302208,-31.3774
1774,3.55,-0,-0.000297406,0.000297406,0.00297406,0,0.00115737,0.584233,0.00413143,0,3.13779,-3.13779,-31.3779,-0,0.00192646,-0.308484,-31.376
1775,3.552,-0,-0.000507911,0.000507911,0.00507911,0,0.00105253,0.584234,0.00613164,0,3.1379,-3.1379,-31.379,-0,-0.00053181,-0.31476,-31.3795
1776,3.554,-0,-0.000695195,0.000695195,0.00695195,0,0.000936418,0.584235,0.00788837,0,3.1385,-3.1385,-31.385,-0,-0.00298715,-0.321036,-31.388
1777,3.556,-0,-0.000854922,0.000854922,0.00854922,0,0.000798633,0.584237,0.00934785,0,3.13959,-3.13959,-31.3959,-0,-0.00543909,-0.327314,-31.4013
1778,3.558,-0,-0.000902286,0.000902286,0.00902286,0,0.000236819,0.584238,0.00925967,0,3.14079,-3.14079,-31.4079,-0,-0.00601042,-0.333594,-31.4139
1779,3.56,-0,-0.000904131,0.000904131,0.00904131,0,9.22797e-06,0.58424,0.00905054,0,-3.14123,3.14123,31.4123,-0,31.4101,-0.333594,62.8223
1780,3.562,-0,-0.000937757,0.000937757,0.00937757,0,0.00016813,0.584242,0.0095457,0,-3.13991,3.13991,31.3991,-0,-0.00658976,-0.327313,31.3925
1781,3.564,-0,-0.000946699,0.000946699,0.00946699,0,4.47098e-05,0.584244,0.0095117,0,-3.13883,3.13883,31.3883,-0,-0.00538013,-0.321034,31.3829
1782,3.566,-0,-0.000879556,0.000879556,0.00879556,0,-0.000335713,0.584246,0.00845985,0,-3.1377,3.1377,31.377,-0,-0.00564663,-0.314758,31.3714
1783,3.568,-0,-0.000800906,0.000800906,0.00800906,0,-0.000393252,0.584247,0.00761581,0,-3.13684,3.13684,31.3684,-0,-0.00429578,-0.308483,31.3641
1784,3.57,-0,-0.000712066,0.000712066,0.00712066,0,-0.000444203,0.584249,0.00667645,0,-3.13625,3.13625,31.3625,-0,-0.00295932,-0.30221,31.3596
1785,3.572,-0,-0.000603872,0.000603872,0.00603872,0,-0.000540966,0.58425,0.00549776,0,-3.13615,3.13615,31.3615,-0,-0.000510397,-0.295937,31.361
1786,3.574,-0,-0.000477074,0.000477074,0.00477074,0,-0.000633994,0.584251,0.00413674,0,-3.13654,3.13654,31.3654,-0,0.00193581,-0.289665,31.3673
1787,3.576,-0,-0.000345466,0.000345466,0.00345466,0,-0.000658038,0.584252,0.00279662,0,-3.13714,3.13714,31.3714,-0,0.00300317,-0.283391,31.3744
1788,3.578,-0,-0.000215987,0.000215987,0.00215987,0,-0.000647394,0.584253,0.00151248,0,-3.13788,3.13788,31.3788,-0,0.00369283,-0.277116,31.3825
1789,3.58,-0,-8.71654e-05,8.71654e-05,0.000871654,0,-0.000644109,0.584253,0.000227546,0,-3.13883,3.13883,31.3883,-0,0.00478486,-0.270839,31.3931
1790,3.582,-0,4.60206e-05,-4.60206e-05,-0.000460206,0,-0.00066593,0.584253,-0.00112614,0,-3.13971,3.13971,31.3971,-0,0.00437071,-0.264561,31.4014
1791,3.584,-0,0.000154562,-0.000154562,-0.00154562,0,-0.000542709,0.584253,-0.00208833,0,-3.14081,3.14081,31.4081,-0,0.00549427,-0.25828,31.4136
1792,3.586,-0,0.000283459,-0.000283459,-0.00283459,0,-0.000644483,0.584252,-0.00347907,0,3.14137,-3.14137,-31.4137,-0,-31.4109,-0.258281,-62.8246
1793,3.588,-0,0.000350669,-0.000350669,-0.00350669,0,-0.00033605,0.584252,-0.00384274,0,3.14014,-3.14014,-31.4014,-0,0.00614392,-0.264562,-31.3953
1794,3.59,-0,0.000399416,-0.000399416,-0.00399416,0,-0.000243735,0.584251,-0.0042379,0,3.1392,-3.1392,-31.392,-0,0.00473214,-0.270842,-31.3873
1795,3.592,-0,0.000366611,-0.000366611,-0.00366611,0,0.000164026,0.58425,-0.00350208,0,3.13817,-3.13817,-31.3817,-0,0.0051506,-0.277119,-31.3765
1796,3.594,-0,0.000345476,-0.000345476,-0.00345476,0,0.000105676,0.584249,-0.00334908,0,3.13763,-3.13763,-31.3763,-0,0.0026941,-0.283395,-31.3736
1797,3.596,-0,0.00033612,-0.00033612,-0.0033612,0,4.67786e-05,0.584249,-0.00331442,0,3.13758,-3.13758,-31.3758,-0,0.000240948,-0.28967,-31.3756
1798,3.598,-0,0.000337965,-0.000337965,-0.00337965,0,-9.2262e-06,0.584248,-0.00338888,0,3.13802,-3.13802,-31.3802,-0,-0.0022081,-0.295946,-31.3824
1799,3.6,-0,0.000349894,-0.000349894,-0.00349894,0,-5.96444e-05,0.584247,-0.00355858,0,3.13895,-3.13895,-31.3895,-0,-0.00465216,-0.302223,-31.3942
1800,3.602,-0,0.000369767,-0.000369767,-0.00369767,0,-9.93635e-05,0.584247,-0.00379703,0,3.14037,-3.14037,-31.4037,-0,-0.00708941,-0.308502,-31.4108
1801,3.604,-0,0.000318824,-0.000318824,-0.00318824,0,0.000254712,0.584246,-0.00293353,0,-3.14133,3.14133,31.4133,-0,31.4085,-0.308501,62.8217
